10 2.73076836921 2.75674917207 52.9 57.06
20 2.1356761723 2.19472907425 67.6 72.0
30 1.80262136952 1.89145646789 73.6 78.86
40 1.50062797255 1.59198159545 77.5 82.04
50 1.30210037057 1.42051751187 79.4 84.82
60 1.19409075844 1.34097967545 81.9 86.68
70 1.06343623333 1.233549367 82.6 88.3
80 0.981623265623 1.17273937933 83.2 88.96
90 0.93427112091 1.14379653342 81.5 87.72
100 0.7811607265 0.996378862335 85.0 90.74
110 0.798854873518 0.998232639751 84.3 90.28
120 0.748095743622 0.989691111075 84.2 91.16
130 0.68223101395 0.935629064067 85.0 92.24
140 0.642368968055 0.873359611471 86.4 92.84
150 0.589470647607 0.84668007695 86.7 93.56
160 0.574451736691 0.831422614711 87.4 93.42
170 0.565927487047 0.832337796675 87.2 93.42
180 0.534444517193 0.787935190365 87.9 93.68
190 0.527038525174 0.799271232503 86.4 94.0
200 0.543125159707 0.826513984347 86.2 93.08
210 0.481050505144 0.790028900103 87.9 94.62
220 0.489718896411 0.794402328521 87.2 94.04
230 0.460110740188 0.778474159907 87.1 94.86
240 0.477290536571 0.80216342192 86.6 94.22
250 0.46778111154 0.774010351854 88.1 94.72
260 0.416700968998 0.728156519818 87.7 95.22
270 0.433635839827 0.740740313273 88.0 94.52
280 0.441855593268 0.75887079484 87.8 94.66
290 0.431544443025 0.772351482323 86.4 94.54
300 0.388848070721 0.743575240395 87.2 95.32
310 0.403850306579 0.736808876341 87.7 95.4
320 0.393895750406 0.708100514071 89.8 95.34
330 0.378468745479 0.684884635481 89.0 95.22
340 0.369629768109 0.730830184894 87.8 95.68
350 0.361951345921 0.718270606173 88.5 95.8
360 0.384232052012 0.747324778757 87.2 95.46
370 0.353640139146 0.692400366051 88.4 95.66
380 0.322079305099 0.714266608331 88.8 96.22
390 0.316467961334 0.685895544393 88.2 96.18
400 0.304141748217 0.697318822158 89.0 96.3
410 0.303872750438 0.679583474976 88.7 96.26
420 0.294726081565 0.671553386497 88.2 96.48
430 0.317531058814 0.672383533146 88.3 96.12
440 0.30513620922 0.682416605352 89.0 96.26
450 0.280495935327 0.672502880273 88.9 96.8
460 0.32286490734 0.720407934207 87.6 96.32
470 0.283367604011 0.661499222536 88.4 96.7
480 0.299950154038 0.687109155911 88.4 96.66
490 0.295560069717 0.691547669501 89.3 96.56
500 0.257122642765 0.647606104073 88.9 97.18
510 0.248007946135 0.655035206707 89.4 97.3
520 0.282029992221 0.699584220747 88.5 96.82
530 0.253762916978 0.655121451244 89.0 97.1
540 0.286380032005 0.724842420693 87.6 96.72
550 0.241595453455 0.700183268333 88.0 97.3
560 0.235970042517 0.675178984653 88.3 97.44
570 0.22056234645 0.665616797569 89.2 97.6
580 0.227131319889 0.664886143923 88.8 97.52
590 0.226198153567 0.664821437094 89.3 97.54
600 0.247749311821 0.70188218583 88.0 97.08
610 0.228541637957 0.657761442663 89.0 97.6
620 0.227153569716 0.666933430826 88.9 97.32
630 0.211647094905 0.674784178008 88.5 97.66
640 0.225774696282 0.68211917292 88.8 97.34
650 0.203274653633 0.653773976295 89.5 97.8
660 0.200439468311 0.668821135175 88.9 97.9
670 0.196507355299 0.668108037315 88.2 97.78
680 0.195671499599 0.66622517818 88.8 97.86
690 0.196308750535 0.669120759907 89.6 97.84
700 0.209292460386 0.671222927612 88.4 97.7
710 0.188032152889 0.661551256817 89.2 97.86
720 0.17959351279 0.647655435761 89.1 98.04
730 0.184366401811 0.666971649815 89.2 97.88
740 0.194683002347 0.679834596358 89.3 97.66
750 0.191488814275 0.674008990245 88.8 97.8
760 0.186698581207 0.644492789291 88.9 97.84
770 0.19194265296 0.67067245122 88.9 97.84
780 0.181677690985 0.675925957674 88.7 97.92
790 0.192515949739 0.68382252145 88.2 97.7
800 0.17317584167 0.656611052465 88.8 98.02
810 0.178870597332 0.651760355374 88.8 97.86
820 0.16961282176 0.646743583927 88.7 98.14
830 0.178776751855 0.652051792733 89.0 97.9
840 0.173457802062 0.663673148418 88.5 97.98
850 0.173694928888 0.675316034764 88.9 97.92
860 0.180793084226 0.669537390109 88.6 97.88
870 0.163743249265 0.653740430424 89.0 98.08
880 0.167680608906 0.650878551807 88.8 98.02
890 0.159745909568 0.651508448557 88.8 98.18
900 0.159446104802 0.64468011759 88.9 98.1
910 0.166468604174 0.645105800726 89.1 97.98
920 0.156088644135 0.652951870077 88.9 98.12
930 0.154198703944 0.653982328632 88.8 98.16
940 0.160842357625 0.66377646663 88.4 98.1
950 0.155627999032 0.653774191063 88.8 98.12
960 0.165663673521 0.672490401709 88.7 98.06
970 0.159141764467 0.653550586301 88.8 98.04
980 0.154027181643 0.644826757209 89.0 98.12
990 0.152729344697 0.649969623617 88.8 98.12
1000 0.154442948853 0.647433961213 89.0 98.14
